1105073,FOODON:00003345
1105314,FOODON:03311513
325871,FOODON:03301055
335240,FOODON:03301119
321900,FOODON:03301713
790508,FOODON:03302643
789828,FOODON:00001257
328841,FOODON:03303720
748967,FOODON:03316061
333374,FOODON:03308024
334194,FOODON:03309003
323121,FOODON:00001009
746952,FOODON:03311694
323505,FOODON:03304859
327198,FOODON:03302805
746772,FOODON:03311236
746776,FOODON:03311235
746778,FOODON:00002815
746782,FOODON:03310780
748608,FOODON:00002808
790577,FOODON:00003515
1104962,FOODON:00003349
790646,FOODON:03311276
327501,FOODON:00002511
325430,FOODON:03301719
324860,FOODON:03306903
746779,FOODON:00002958
746780,FOODON:03311131
325992,FOODON:00003297
327699,FOODON:03301722
334247,FOODON:03301073