1002,CHEBI:25555
1003,CHEBI:36080
1004,CHEBI:18059
1005,CHEBI:16646
1009,CHEBI:28017
1010,CHEBI:17992
1011,CHEBI:17234
1012,CHEBI:28757
1013,CHEBI:17716
1014,CHEBI:17306
1050,CHEBI:16646
1051,CHEBI:15377
1075,CHEBI:28260
1087,CHEBI:22984
1089,CHEBI:18248
1090,CHEBI:25107
1091,CHEBI:28659
1092,CHEBI:26216
1093,CHEBI:26708
1094,CHEBI:26833
1095,CHEBI:27363
1097,CHEBI:27638
1098,CHEBI:28694
1100,CHEBI:24859
1101,CHEBI:18291
1102,CHEBI:28685
1103,CHEBI:27568
1104,CHEBI:12777
1105,CHEBI:50211
1106,CHEBI:12777
1107,CHEBI:17579
1108,CHEBI:28425
1109,CHEBI:33234
1110,CHEBI:27300
1111,CHEBI:28934
1112,CHEBI:28940
1113,CHEBI:17933
1114,CHEBI:27300
1116,CHEBI:26119
1117,CHEBI:26120
1120,CHEBI:10362
1122,CHEBI:15948
1123,CHEBI:28838
1123,CHEBI:27547
1124,CHEBI:33234
1125,CHEBI:47771
1126,CHEBI:18185
1127,CHEBI:47772
1128,CHEBI:33270
1129,CHEBI:33275
1130,CHEBI:33277
1131,CHEBI:33276
1137,CHEBI:27560
1146,CHEBI:28112
1162,CHEBI:176783
1165,CHEBI:26948
1166,CHEBI:17015
1167,CHEBI:15940
1170,CHEBI:7916
1175,CHEBI:27306
1177,CHEBI:27470
1178,CHEBI:176843
1180,CHEBI:15354
1183,CHEBI:28384
1183,CHEBI:78277
1184,CHEBI:28384
1185,CHEBI:18067
1188,CHEBI:136009
1191,CHEBI:15634
1192,CHEBI:15640
1194,CHEBI:15354
1195,CHEBI:18132
1196,CHEBI:64482
1197,CHEBI:36313
1198,CHEBI:17750
1199,CHEBI:64583
1210,CHEBI:27897
1211,CHEBI:26986
1212,CHEBI:24898
1213,CHEBI:25017
1214,CHEBI:25094
1215,CHEBI:16811
1216,CHEBI:17376
1217,CHEBI:28044
1218,CHEBI:18186
1219,CHEBI:27266
1220,CHEBI:29016
1221,CHEBI:27570
1222,CHEBI:16449
1223,CHEBI:22660
1224,CHEBI:18237
1225,CHEBI:15428
1226,CHEBI:26271
1227,CHEBI:17822
1228,CHEBI:24741
1232,CHEBI:15356
1253,CHEBI:16113
1257,CHEBI:35366
1258,CHEBI:26607
1259,CHEBI:78115
1260,CHEBI:78116
1261,CHEBI:78117
1262,CHEBI:78118
1263,CHEBI:78119
1264,CHEBI:78121
1265,CHEBI:78123
1266,CHEBI:78125
1267,CHEBI:78126
1268,CHEBI:140948
1269,CHEBI:78150
1270,CHEBI:132502
1271,CHEBI:132539
1272,CHEBI:36005
1273,CHEBI:78127
1276,CHEBI:132503
1277,CHEBI:132538
1279,CHEBI:132541
1280,CHEBI:61204
1292,CHEBI:25413
1293,CHEBI:26208
1299,CHEBI:78122
1300,CHEBI:78124
1301,CHEBI:78128
1323,CHEBI:140946
1325,CHEBI:36036
1334,CHEBI:140959
1411,CHEBI:132542
2004,CHEBI:141070
2005,CHEBI:141072
2006,CHEBI:78893
2007,CHEBI:141094